destination_port,duration,packet_count,byte_count,connection_rate,threat_label
443,115342653,20,1081,0.3294531469,BENIGN
56412,73,1,6,27397.2602739726,BENIGN
53,46311,1,44,43.18628404,BENIGN
53,60400,2,94,66.22516556,BENIGN
443,8999761,3,0,0.3333421854,BENIGN
443,116077854,23,1430,0.3445963086,BENIGN
80,5660912,3,12,0.7065999259,BENIGN
53,155,2,68,25806.4516129032,BENIGN
54413,32,1,6,62500.0,BENIGN
80,10118531,5,684,0.7906286001,BENIGN
57118,3,2,0,666666.6667,BENIGN
54371,53,2,0,56603.77358,BENIGN
53,160,2,80,25000.0,BENIGN
61492,414,2,0,7246.376812,BENIGN
53,89071,1,57,22.4539973729,BENIGN
63706,100126,2,0,39.94966342,BENIGN
443,232087,27,989,379.1681568,BENIGN
443,5920337,8,346,2.364730251,BENIGN
53,162,2,92,24691.35802,BENIGN
10242,19,1,0,105263.1579,BENIGN
53,30669,2,92,130.424859,BENIGN
53,276,2,60,14492.75362,BENIGN
443,9780498,11,1092,2.1471299314,BENIGN
57196,48,2,0,41666.66667,BENIGN
53,52027,2,64,76.8831568224,BENIGN
80,492,2,0,4065.04065,BENIGN
55961,4,2,12,500000.0,BENIGN
53,180774,4,132,33.19061369,BENIGN
53,86488603,2,102,0.046248868,BENIGN
80,143,2,12,13986.013986014,BENIGN
37774,55,1,0,36363.6363636364,BENIGN
53,23359,1,40,85.6201036,BENIGN
53,96261,4,156,62.33053885,BENIGN
53,11825718,10,450,1.014737541,BENIGN
80,5255139,3,12,0.7611596953,BENIGN
443,63184748,7,169,0.142439438,BENIGN
80,115775660,16,412,0.2591218223,BENIGN
53,27239,2,94,146.848269,BENIGN
53,131206,1,51,15.2432053412,BENIGN
53,428,1,64,4672.897196,BENIGN
53,66899,2,62,59.79162618,BENIGN
443,61327515,89,3757,3.685132196,BENIGN
49257,7244297,9,259,2.760792386,BENIGN
52297,3,2,37,666666.666666667,BENIGN
80,203729,4,2625,39.26785092,BENIGN
443,115206812,21,749,0.347201692,BENIGN
443,5157114,5,123,1.163441413,BENIGN
443,61765447,18,1252,0.5504695854,BENIGN
22,186,1,6,10752.688172043,BENIGN
80,50508,1,6,39.5976874951,BENIGN
53,201,2,62,19900.4975124378,BENIGN
53,30359,1,48,65.87832274,BENIGN
53907,49,1,0,61224.4898,BENIGN
53,220,2,74,18181.8181818182,BENIGN
54831,21,1,6,95238.0952380952,BENIGN
80,115273834,16,371,0.2602498673,BENIGN
53,23792,1,47,84.061869536,BENIGN
56276,81,1,0,24691.35802,BENIGN
80,58373,3,793,119.9184555,BENIGN
443,279174,10,896,53.7299318704,BENIGN
53,191,2,60,20942.4083769633,BENIGN
53,24116,1,96,82.93249295,BENIGN
53,35507751,2,102,0.11265146,BENIGN
53,121216,1,45,16.49947202,BENIGN
53,31082,2,68,128.6918473715,BENIGN
80,47254,3,437,148.1356075676,BENIGN
33546,61,1,0,32786.88525,BENIGN
53,238,2,66,16806.7226890756,BENIGN
53,63247879,2,83,0.0632432275,BENIGN
57612,67,1,0,29850.74627,BENIGN
56516,155,1,0,12903.2258064516,BENIGN
53,416135,2,113,9.61226525,BENIGN
80,15172729,5,1572,0.6590772168,BENIGN
443,48,2,0,41666.66667,BENIGN
443,6194748,5,123,0.968562402,BENIGN
443,425363,10,653,32.91306484,BENIGN
53,90887,1,56,22.0053472994,BENIGN
52755,21082,2,0,94.86765961,BENIGN
80,5276158,3,0,0.75812741,BENIGN
443,263697,6,356,45.5067748211,BENIGN
53,23677,1,45,84.47016092,BENIGN
53,23827,2,94,167.8767784,BENIGN
443,264052,6,352,45.4455940497,BENIGN
51967,10269,4,413,486.9023274,BENIGN
443,4995738,5,135,1.2010237526,BENIGN
53,23531,2,68,169.9885257745,BENIGN
53,87881,4,144,68.27414344,BENIGN
53,24187,2,84,165.3780957,BENIGN
443,31583661,13,3549,0.6965626942,BENIGN
63627,195,2,248,15384.6153846154,BENIGN
443,30562034,20,9748,1.243372741,BENIGN
80,9869,2,0,202.6547776,BENIGN
443,94879,1,0,21.07948018,BENIGN
53,61271,4,156,97.9256091789,BENIGN
53,194,2,76,20618.5567,BENIGN
443,1259181,11,998,16.6775070462,BENIGN
50018,3438,1,0,872.600349,BENIGN
53,31050,2,158,128.8244766506,BENIGN
443,102368670,21,857,0.410281779,BENIGN
443,61158899,15,866,0.4741746577,BENIGN
51454,7991,1,0,375.4223501,BENIGN
53,31059,2,60,128.787147,BENIGN
443,440,3,18,9090.9090909091,BENIGN
53,13730555,2,94,0.291321072,BENIGN
53,68715402,3,188,0.087316669,BENIGN
53,159,2,58,25157.2327044025,BENIGN
443,13984812,8,673,1.0010860353,BENIGN
53684,332,3,31,12048.19277,BENIGN
53,187,2,88,21390.37433,BENIGN
443,48,2,12,41666.6666666667,BENIGN
53,158,2,70,25316.4557,BENIGN
53,404578,1,55,4.943422529,BENIGN
443,5901470,8,344,2.202840987,BENIGN
80,148213,2,0,13.4940929608,BENIGN
53,33494,4,116,238.848749,BENIGN
53,1485666,1,44,1.3461975976,BENIGN
65486,103,1,0,19417.4757281553,BENIGN
54579,82,1,6,24390.2439,BENIGN
443,198723,6,826,70.44982211,BENIGN
80,4572606,2,0,0.656081018,BENIGN
443,119237184,22,1728,0.343852468,BENIGN
443,1019874,13,1287,22.5518054191,BENIGN
53,49899,2,98,80.1619270927,BENIGN
50044,64,1,0,31250.0,BENIGN
53,178,2,104,22471.9101123596,BENIGN
53,227,2,52,17621.1453744493,BENIGN
53,23663,2,74,169.0402738452,BENIGN
53,181,2,146,22099.4475138122,BENIGN
443,9954749,45,1260,12.25545717,BENIGN
45188,46,1,0,43478.26087,BENIGN
53,23934,2,88,167.1262638924,BENIGN
54519,17,3,18,176470.5882,BENIGN
443,5680025,10,347,2.9929445733,BENIGN
53,97153657,2,90,0.041171893,BENIGN
53,30903,2,90,129.4372715,BENIGN
137,3012633,3,150,0.995806658,BENIGN
443,100940,3,18,49.5343768575,BENIGN
53,198660,2,106,20.13490386,BENIGN
53,148,2,52,27027.02703,BENIGN
9057,38,1,6,52631.57895,BENIGN
56783,314,2,0,6369.426752,BENIGN
443,5946116,8,374,2.0181240998,BENIGN
52199,2,1,6,1500000.0,BENIGN
443,116316971,21,785,0.3438879095,BENIGN
53,101596,1,40,19.6858144,BENIGN
53,32225,2,90,124.1272304112,BENIGN
53,93630,2,62,42.7213499947,BENIGN
443,115118873,22,1004,0.3822136098,BENIGN
59900,3,2,0,666666.6667,BENIGN
53,225,2,66,17777.7777777778,BENIGN
53,61207,2,72,65.352002222,BENIGN
443,1,2,12,2000000.0,BENIGN
53,48569,2,74,82.35705903,BENIGN
443,115917,10,598,129.4029348586,BENIGN
443,118175653,29,2132,0.465408894,BENIGN
54365,238,2,37,12605.0420168067,BENIGN
53,37759,2,60,105.9350089,BENIGN
443,151323,10,810,99.125711227,BENIGN
443,117366809,16,1061,0.2641291883,BENIGN
53,30359,1,59,65.87832274,BENIGN
53,49104,1,52,40.7298794396,BENIGN
443,736,2,0,2717.391304,BENIGN
59372,3,2,0,666666.6667,BENIGN
443,3356,4,29,1191.89511323,BENIGN
53,92154528,2,111,0.043405355,BENIGN
443,10765117,52,1549,11.6115784,BENIGN
4863,80,1,0,37500.0,BENIGN
443,3629,2,37,551.1160099201,BENIGN
53,298,2,70,13422.81879,BENIGN
53,169,2,90,23668.63905,BENIGN
53,174,2,88,22988.50575,BENIGN
53,162,2,84,24691.3580246914,BENIGN
80,75080702,11,313,0.293018038,BENIGN
443,5862531,6,305,1.70574791,BENIGN
443,112663968,12,0,0.213022854,BENIGN
53,115947,1,50,17.24926044,BENIGN
53,47502,1,46,42.1034903794,BENIGN
53,60201,2,62,66.444079002,BENIGN
80,23894,1,0,83.7030216791,BENIGN
42086,42316,2,0,70.89516968,BENIGN
54796,78,1,0,25641.02564,BENIGN
443,19352536,29,4782,2.738659161,BENIGN
56057,205,1,0,14634.14634,BENIGN
443,437152,6,936,29.7379401215,BENIGN
80,55495723,5,466,0.1441552532,BENIGN
48180,24122,2,38,124.3677970318,BENIGN
443,362726,76,871,408.0214818,BENIGN
53,163,2,60,24539.8773006135,BENIGN
443,11051470,12,2774,1.9001997019,BENIGN
80,48310,3,438,144.8975367419,BENIGN
54402,57,1,0,35087.7193,BENIGN
53,197,2,80,20304.56853,BENIGN
49553,178,1,0,11235.95506,BENIGN
443,6272184,12,731,3.6669842594,BENIGN
53,264,2,74,15151.51515,BENIGN
53,207,2,52,19323.6714975845,BENIGN
37119,1,2,0,2000000.0,BENIGN
53,30636,1,78,65.28267398,BENIGN
443,82740,6,338,132.9465796471,BENIGN
51964,108,1,6,18518.5185185185,BENIGN
54358,285,1,0,14035.0877192982,BENIGN
37720,58,1,6,34482.7586206897,BENIGN
52421,36,1,6,55555.5555555556,BENIGN
53,160,2,94,25000.0,BENIGN
53,60829,2,122,65.7581088,BENIGN
64073,495,1,6,4040.404040404,BENIGN
123,69043063,2,96,0.057934857,BENIGN
53,292,2,80,13698.63014,BENIGN
443,5419189,7,635,2.02982402,BENIGN
80,5080154,2,12,0.3936888527,BENIGN
53,209,2,60,19138.75598,BENIGN
445,90021670,10,8,0.222168729,BENIGN
443,236572,13,1219,88.7679015268,BENIGN
53,251,2,78,15936.2549800797,BENIGN
53678,4,2,0,500000.0,BENIGN
53,48343,2,70,82.74207228,BENIGN
443,5286891,10,346,3.215500376,BENIGN
49373,3,2,37,666666.666666667,BENIGN
443,10142065,7,1014,1.5775879961,BENIGN
58154,3,2,0,666666.6667,BENIGN
53,31177,2,76,128.2997081182,BENIGN
53,197,2,66,20304.5685279188,BENIGN
53,31321,2,88,127.7098432362,BENIGN
443,67907029,17,3134,0.441780482,BENIGN
443,75564851,22,1427,0.6616833003,BENIGN
53,190,2,70,21052.6315789474,BENIGN
42865,4,2,0,500000.0,BENIGN
443,5350102,6,309,1.869123243,BENIGN
54304,97,1,6,20618.5567,BENIGN
443,4089405,5,123,1.467206109,BENIGN
443,116773597,64,2445,1.2331554709,BENIGN
53,206,2,80,19417.4757281553,BENIGN
55303,65,1,0,30769.23077,BENIGN
443,118165363,205,5548,3.723595382,BENIGN
443,95200,1,0,21.0084033613,BENIGN
53,24232346,2,101,0.165068624,BENIGN
80,46190778,26,1468,1.363908614,BENIGN
53,220,2,68,18181.81818,BENIGN
59710,32153,2,0,93.3038907722,BENIGN
53,188,2,88,21276.5957446809,BENIGN
53,31500,1,58,63.4920634921,BENIGN
50669,13,1,0,153846.1538,BENIGN
443,115183915,23,691,0.399361317,BENIGN
443,53352,1,0,37.4868795921,BENIGN
55498,34,1,6,58823.5294117647,BENIGN
53,50470,1,101,39.62750149,BENIGN
53,46856549,2,109,0.0853669356,BENIGN
39618,57,1,0,35087.7192982456,BENIGN
52217,48,1,0,41666.6666666667,BENIGN
53,30427,1,56,65.7310940941,BENIGN
53,30743,1,53,65.05545978,BENIGN
53,46591,4,152,128.7802365264,BENIGN
11618,4,3,31,750000.0,BENIGN
53,90834,2,72,44.03637404,BENIGN
54867,482,2,0,4149.377593,BENIGN
54901,228,2,37,13157.8947368421,BENIGN
53,47825,2,66,83.63826451,BENIGN
53,31883,1,54,62.7293542013,BENIGN
53,56905616,2,107,0.070291832,BENIGN
53,223,2,88,17937.21973,BENIGN
53,241,2,80,16597.510373444,BENIGN
443,5661304,8,348,2.296290749,BENIGN
10157,143673,15,20532,146.1652502558,BENIGN
53,238,2,62,16806.7226890756,BENIGN
53,38207,2,56,104.6928573,BENIGN
53,30367,1,58,65.8609675,BENIGN
53,120688,2,90,33.14331168,BENIGN
443,119105165,78,3763,1.553249181,BENIGN
53,25505,2,84,156.8319937,BENIGN
443,152,2,12,13157.8947368421,BENIGN
53,107224,1,43,18.652540476,BENIGN
50202,323,1,0,6191.9504643963,BENIGN
53972,45,1,0,44444.4444444444,BENIGN
53,23720156,2,136,0.168632955,BENIGN
50725,83,1,0,24096.38554,BENIGN
53,61852,1,59,32.3352518916,BENIGN
58109,1,2,0,2000000.0,BENIGN
53,30304,1,52,65.99788807,BENIGN
443,110078,6,1602,109.0136085,BENIGN
53,232,2,74,17241.37931,BENIGN
49352,4,2,124,500000.0,BENIGN
54091,20,1,6,100000.0,BENIGN
56684,2548,2,0,784.9293563579,BENIGN
53,52488,2,80,76.2078951379,BENIGN
53,61341,4,132,97.813860224,BENIGN
53,96275,4,136,83.09529992,BENIGN
443,5427552,7,599,2.0266963817,BENIGN
6048,80,1,6,25000.0,BENIGN
53,47978,1,45,41.68577265,BENIGN
53,31103,2,88,128.6049577,BENIGN
53,18547415,4,140,0.4313269531,BENIGN
80,582360,11,424,46.363074387,BENIGN
22,137,1,6,14598.5401459854,BENIGN
53,48531,4,168,123.6323174878,BENIGN
53,208484,2,100,19.1861245947,BENIGN
55007,3,2,0,666666.666666667,BENIGN
80,60382634,9,425,0.298098953,BENIGN
53,61339,2,68,65.2113663412,BENIGN
53,550,1,85,3636.363636,BENIGN
80,8908537,30,2273,8.1943870245,BENIGN
51052,42,1,0,47619.0476190476,BENIGN
80,76084257,13,1250,0.34172641,BENIGN
443,4706,3,31,637.4840629,BENIGN
443,60178694,14,1029,0.481898128,BENIGN
443,112268511,35,2551,0.605690762,BENIGN
123,81008,1,48,24.68891961,BENIGN
53,196,2,104,20408.1632653061,BENIGN
53,147,2,64,27210.8843537415,BENIGN
80,68799598,153,1220,4.404095501,BENIGN
56442,612,3,31,6535.947712,BENIGN
53,30986,2,94,129.0905570258,BENIGN
53,60654,1,64,32.9739176312,BENIGN
443,32,3,18,125000.0,BENIGN
53,196,2,136,20408.1632653061,BENIGN
53,123017,1,52,16.25791557,BENIGN
443,284456,10,720,52.732232753,BENIGN
53,132686,1,49,15.07318029,BENIGN
53,31223,2,80,128.1106876,BENIGN
53,588,1,55,3401.3605442177,BENIGN
53,151,2,84,26490.0662251656,BENIGN
443,443543,9,603,38.32773824,BENIGN
80,22207597,149,8244,16.03055027,BENIGN
53,234445,4,128,25.59235642,BENIGN
47942,52,1,0,38461.5384615385,BENIGN
64310,199,1,0,15075.3768844221,BENIGN
53,32029,2,90,124.8868213,BENIGN
49441,4,2,12,500000.0,BENIGN
80,134,2,0,14925.37313,BENIGN
53,23887,2,168,167.4551011,BENIGN
443,117434023,17,1414,0.255462593,BENIGN
53,61654,2,84,64.878191196,BENIGN
53,216,2,84,18518.51852,BENIGN
35558,54,1,0,37037.03704,BENIGN
53,24217039,2,102,0.1651729594,BENIGN
59707,210,2,37,14285.7142857143,BENIGN
443,235984,10,562,76.2763577192,BENIGN
80,5502513,3,0,0.726940582,BENIGN
443,49378983,13,1044,0.5062882725,BENIGN
443,272733,14,755,91.66474171,BENIGN
49521,2368,2,0,844.5945945946,BENIGN
53,205,2,78,19512.19512,BENIGN
443,115957830,41,1990,0.75027275,BENIGN
53,60127,1,53,33.2629268049,BENIGN
63034,216,2,37,9259.2592592593,BENIGN
80,77215,3,6131,142.4593667,BENIGN
443,45,2,0,44444.44444,BENIGN
53101,90835,5,377,66.05383387,BENIGN
53,134842,1,46,14.8321739517,BENIGN
53,59476,2,60,67.2540184276,BENIGN
22,177,1,0,11299.43503,BENIGN
53,47010,1,51,42.54413954,BENIGN
38983,239,1,0,12552.3012552301,BENIGN
80,116839180,20,1424,0.2995570493,BENIGN
443,38,2,37,52631.5789473684,BENIGN
53,23338,1,44,85.69714629,BENIGN
49436,564,2,0,3546.099291,BENIGN
53,23995,2,60,166.7013961,BENIGN
80,115900586,17,1568,0.27609869,BENIGN
53,31606,2,64,126.5582484338,BENIGN
53,55027,2,96,72.69158777,BENIGN
443,182456,38,871,778.2698294,BENIGN
443,117262747,14,929,0.230252153,BENIGN
53,61219,2,76,65.3391920809,BENIGN
53,30753,2,86,130.0686112,BENIGN
57270,35,1,0,57142.85714,BENIGN
443,61443279,16,940,0.520805538,BENIGN
443,10492007,10,2059,2.0968342854,BENIGN
443,110787165,125,4396,2.825237021,BENIGN
53,30879,1,50,64.7689368179,BENIGN
53,69682,4,132,86.10545048,BENIGN
80,487991,10,625,57.37810738,BENIGN
443,115543270,60,3340,1.159738685,BENIGN
80,46720327,63,3854,3.253401887,BENIGN
443,115290981,22,1267,0.3642956252,BENIGN
53,48344,4,164,124.1105411,BENIGN
53,276,2,168,14492.7536231884,BENIGN
443,60613597,13,1946,0.412448712,BENIGN
443,111812700,181,8190,3.183895926,BENIGN
443,146033,1,0,20.54330186,BENIGN
57202,56,1,0,35714.28571,BENIGN
53,167,2,90,23952.09581,BENIGN
11844,4,3,31,750000.0,BENIGN
53,214638,2,58,18.63602903,BENIGN
53,400938,2,92,9.9766048616,BENIGN
80,15210,1,6,131.4924391847,BENIGN
443,32208,2,0,124.1927471436,BENIGN
53,233,2,120,17167.38197,BENIGN
5353,18,13,585,722222.222222222,BENIGN
1075,87,1,6,22988.5057471264,BENIGN
443,18292,1,6,109.3374152635,BENIGN
80,115471884,16,467,0.259803503,BENIGN
53,60462,4,176,99.2358836955,BENIGN
53,30916,2,96,129.3828438,BENIGN
53,61728,4,152,97.20062208,BENIGN
53,150,2,74,26666.6666666667,BENIGN
443,4174934,5,123,1.4371484675,BENIGN
53,83350,1,40,23.9952009598,BENIGN
443,5185952,7,682,3.0852580201,BENIGN
53,109869123,2,110,0.036406953,BENIGN
63186,48,2,12,41666.6666666667,BENIGN
80,706,2,0,2832.86119,BENIGN
53,34183710,2,90,0.1170148,BENIGN
53,107996,2,80,37.03840883,BENIGN
53,49061,2,92,81.5311550926,BENIGN
443,838373,7,1164,25.04851659,BENIGN
4326,86,1,0,23255.81395,BENIGN
443,276289,6,352,39.8133838119,BENIGN
53,51898,1,56,38.53713053,BENIGN
443,96657,1,0,20.6917243448,BENIGN
443,115371071,20,1169,0.3120366283,BENIGN
53,24638,2,64,162.3508402,BENIGN
137,2999345,3,150,1.000218381,BENIGN
53,230,2,102,17391.3043478261,BENIGN
9395,3,2,0,666666.6667,BENIGN
53,55058,2,76,72.6506593,BENIGN
53,184,2,52,21739.1304347826,BENIGN
62284,21,1,6,95238.0952380952,BENIGN
53,44618526,2,100,0.0896488602,BENIGN
53,256,2,82,15625.0,BENIGN
53,193,2,78,20725.3886,BENIGN
53,837287,4,162,9.554668829,BENIGN
443,116323,12,3214,154.7415386467,BENIGN
80,5450967,3,12,0.7338147525,BENIGN
80,55047,1,0,36.33258852,BENIGN
80,190,2,0,10526.31579,BENIGN
443,14001886,9,553,1.285541105,BENIGN
53,48789,4,176,122.9785402,BENIGN
80,60113311,9,515,0.299434513,BENIGN
38006,46,1,0,86956.52174,BENIGN
36548,4,2,0,500000.0,BENIGN
80,5550421,3,12,0.720666054,BENIGN
53,33077076,2,123,0.1209296735,BENIGN
443,1088892,9,1259,17.4489297378,BENIGN
62458,45,1,6,44444.4444444444,BENIGN
443,30160736,9,1210,0.5968024122,BENIGN
53,31149,2,86,128.4150374009,BENIGN
5153,3,2,12,666666.6667,BENIGN
54225,61,1,0,32786.8852459016,BENIGN
443,5069636,5,135,1.183516923,BENIGN
42966,3,2,0,666666.666666667,BENIGN
443,50049,3,18,79.9216767568,BENIGN
443,64090265,2,74,0.031205987,BENIGN
443,105434,14,850,218.1459491246,BENIGN
44325,19,1,6,105263.157894737,BENIGN
443,4,1,37,500000.0,BENIGN
443,6339680,8,806,2.681523358,BENIGN
53,50331,4,132,158.9477658,BENIGN
53,24115,2,70,165.8718639851,BENIGN
53,23967,2,82,166.8961489,BENIGN
53,222,2,66,18018.018018018,BENIGN
53,243569,1,44,8.2112255665,BENIGN
53,856819,4,152,7.002645833,BENIGN
443,6816631,13,711,3.814200886,BENIGN
53,24156,2,72,165.5903295248,BENIGN
80,5234969,4,397,1.7192078883,BENIGN
80,115918384,18,2095,0.293309817,BENIGN
53,154,2,64,25974.02597,BENIGN
43618,27,1,0,74074.0740740741,BENIGN
443,15016069,5,0,0.3329766266,BENIGN
53,25929,2,88,154.267422577,BENIGN
53,220483,2,66,18.14198827,BENIGN
80,115522809,22,2271,0.354908268,BENIGN
80,103328857,14,502,0.270979481,BENIGN
57792,21719,2,0,138.1279064414,BENIGN
53,62174,2,70,64.33557436,BENIGN
53,31827,4,136,188.5191818,BENIGN
443,147799,10,990,101.4891846,BENIGN
53,60843,1,40,32.87148891,BENIGN
52215,307,2,0,6514.65798,BENIGN
53,50660,2,92,78.9577575997,BENIGN
443,20554,3,0,194.6093218,BENIGN
53,23364,2,72,171.2035610341,BENIGN
55855,78,1,0,25641.0256410256,BENIGN
443,168900,10,704,88.809946714,BENIGN
59606,16,1,0,125000.0,BENIGN
50807,41,1,6,48780.4878048781,BENIGN
80,396906,3,440,17.6364176908,BENIGN
53,246,2,66,16260.162601626,BENIGN
53,50188,2,90,79.70032677,BENIGN
53,23609,2,58,169.4269134652,BENIGN
63066,75,1,0,26666.66667,BENIGN
53,345833,1,56,5.783138104,BENIGN
53,38259,2,94,104.5505633,BENIGN
80,131541,3,433,60.81753978,BENIGN
443,28521,1,6,70.1237684513,BENIGN
53,202,2,66,19801.9802,BENIGN
80,8094920,8,837,2.3471510528,BENIGN
53790,373,2,12,5361.930295,BENIGN
53,31611,2,82,126.5382304,BENIGN
53,172,2,68,23255.8139534884,BENIGN
443,6102541,9,345,2.294126332,BENIGN
443,6181721,12,767,3.5588794771,BENIGN
88,1082,9,3110,13863.21627,BENIGN
443,261475,19,887,183.5739554,BENIGN
33270,3,2,0,666666.666666667,BENIGN
53,30720,1,93,65.1041666667,BENIGN
443,75930,6,2078,144.8702752535,BENIGN
80,60138597,5,195,0.13302605,BENIGN
53,465,1,57,4301.0752688172,BENIGN
58558,61,1,6,49180.3278688525,BENIGN
443,63281020,18,1244,0.5372859034,BENIGN
53,71468,1,58,27.984552527,BENIGN
53,30683,2,88,130.3653488903,BENIGN
443,5442291,7,599,1.8374614661,BENIGN
53,91978,1,40,21.7443301659,BENIGN
53,56445563,2,99,0.0708647374,BENIGN
443,773167,2,12,2.5867632737,BENIGN
53,46692,1,56,42.8338901739,BENIGN
32922,22,1,0,90909.09091,BENIGN
51874,58,1,0,68965.51724,BENIGN
443,118890993,12,0,0.2186877184,BENIGN
53,160,2,70,25000.0,BENIGN
53,322,2,68,12422.36025,BENIGN
53,31162,4,248,192.5421988,BENIGN
53,24606,2,82,162.5619767536,BENIGN
443,5308557,8,615,2.0721261917,BENIGN
7828,50,1,6,40000.0,BENIGN
53842,65,1,0,30769.23077,BENIGN
53,398,2,90,10050.25126,BENIGN
53,225,2,82,17777.77778,BENIGN
53,189331,2,68,21.12702093,BENIGN
443,116889351,25,824,0.453420261,BENIGN
53,23627,1,47,84.64891861,BENIGN
80,14797920,6,349,0.473039454,BENIGN
2004,119479,2,12,25.1090149733,BENIGN
443,199571,12,1673,95.204213037,BENIGN
53,830,2,66,4819.277108,BENIGN
443,5080524,5,123,1.1809805445,BENIGN
80,59723100,10,325,0.334878799,BENIGN
53,718,2,72,5571.030641,BENIGN
443,119571040,46,1080,1.028677178,BENIGN
53,47267,2,72,84.6256373368,BENIGN
443,64094253,2,74,0.031204046,BENIGN
53,37738079,3,155,0.158990605,BENIGN
53331,73,1,0,27397.2602739726,BENIGN
53,31202,2,64,128.1969104545,BENIGN
53,203,2,90,19704.4335,BENIGN
59252,67,1,0,29850.74627,BENIGN
123,80915,1,48,24.71729593,BENIGN
53,137682,2,82,29.05245421,BENIGN
34096,1,2,0,2000000.0,BENIGN
55709,634,4,120,7886.435331,BENIGN
443,107511,10,713,139.5206071937,BENIGN
53,190,2,100,21052.6315789474,BENIGN
52019,4,2,43,500000.0,BENIGN
53,23667,2,166,169.0117040605,BENIGN
443,51540798,15,1777,0.485052637,BENIGN
53,24172,2,98,165.4807215,BENIGN
53,233,2,60,17167.38197,BENIGN
123,164,2,96,24390.243902439,BENIGN
80,53,2,0,37735.84906,BENIGN
49274,3,2,124,666666.666666667,BENIGN
53,227,2,72,17621.14537,BENIGN
53,41249662,2,139,0.096970492,BENIGN
53,31181,2,74,128.2832494147,BENIGN
53,50927,4,148,117.815697,BENIGN
443,138841,7,732,108.0372512442,BENIGN
80,12272,2,12,162.9726205997,BENIGN
443,8008876,2,74,0.249722932,BENIGN
443,63117693,7,0,0.110903927,BENIGN
53,46995,4,112,127.6731567188,BENIGN
443,115719426,21,1009,0.328380474,BENIGN
443,96673,2,12,20.6882997321,BENIGN
53,61993,2,94,64.5234139338,BENIGN
54842,85,1,0,23529.41176,BENIGN
53,124022,1,53,16.1261711632,BENIGN
443,5783110,9,378,2.5937601049,BENIGN
42877,161,1,6,12422.3602484472,BENIGN
389,377,11,172,42440.3183023873,BENIGN
53,30787,2,78,129.9249683308,BENIGN
80,6516,2,0,306.936771,BENIGN
53,208,2,76,19230.76923,BENIGN
443,5061889,3,31,0.790218829,BENIGN
53,30500,1,81,65.57377049,BENIGN
53,48656,1,55,41.1048997,BENIGN
53,87706,4,128,68.41037101,BENIGN
53,38966,4,176,205.3071909,BENIGN
443,300253,3,58,13.32209836,BENIGN
443,81379,4,517,61.44091227,BENIGN
53,61416,1,50,32.56480396,BENIGN
443,286201,10,1136,52.4107183413,BENIGN
34702,66,1,0,30303.0303030303,BENIGN
53,590,1,50,3389.8305084746,BENIGN
53,31109,2,78,128.5801536533,BENIGN
53,59988,1,54,33.34000133,BENIGN
53,30524,1,46,65.52221203,BENIGN
53,183,2,80,21857.9235,BENIGN
80,107792,3,498,46.38563159,BENIGN
62382,64,2,0,46875.0,BENIGN
80,5887373,3,0,0.679420176,BENIGN
53,205,2,92,19512.19512,BENIGN
53,519,1,86,3853.5645472062,BENIGN
53,181,2,64,22099.4475138122,BENIGN
443,145081,10,684,103.3905198,BENIGN
53,30414,1,50,65.7591898468,BENIGN
53,30787,2,70,129.9249683308,BENIGN
42658,49,1,0,40816.32653,BENIGN
80,5208360,3,0,0.7679960679,BENIGN
123,30314,1,48,65.97611665,BENIGN
443,223446,14,2207,102.9331471586,BENIGN
49468,47,2,37,42553.1914893617,BENIGN
53,48391,1,53,41.32999938,BENIGN
53,24080,2,72,166.1129568106,BENIGN
53729,214,1,6,9345.7943925234,BENIGN
53,144,2,90,27777.7777777778,BENIGN
443,780372,13,989,26.91024281,BENIGN
53,49927,2,90,80.11697078,BENIGN
80,5191470,3,0,0.770494677,BENIGN
53,12192,2,72,328.0839895013,BENIGN
389,97,3,114,30927.83505,BENIGN
80,15675158,5,449,0.637952102,BENIGN
443,52750,1,0,37.9146919431,BENIGN
80,4782787,2,1,0.627249342,BENIGN
55515,36,1,6,55555.5555555556,BENIGN
62864,221,1,0,18099.54751,BENIGN
53,69678,1,43,28.7034645082,BENIGN
443,154881,5,1132,71.0222687095,BENIGN
53,187,2,74,21390.3743315508,BENIGN
53,60880,2,74,65.703022339,BENIGN
80,117177691,18,892,0.281623573,BENIGN
52005,29,1,6,68965.5172413793,BENIGN
53,62860,2,108,63.63347121,BENIGN
54900,43,1,6,69767.4418604651,BENIGN
80,116057764,17,434,0.2757247675,BENIGN
443,117930269,44,671,0.78860161,BENIGN
53,161917,1,44,12.35200751,BENIGN
53,23560,1,57,84.8896434635,BENIGN
53,132,2,96,30303.0303030303,BENIGN
53,275,2,86,14545.45455,BENIGN
53,112261577,2,100,0.035631069,BENIGN
80,1555899,4,428,5.7844371646,BENIGN
443,117958229,17,1873,0.262804895,BENIGN
80,128424,5,309,62.2936522768,BENIGN
53,68369,1,52,29.25302403,BENIGN
80,127175,2,0,15.72636131,BENIGN
443,151,2,12,13245.0331125828,BENIGN
56658,3,2,31,666666.6667,BENIGN
80,47619,1,0,42.000042,BENIGN
443,415562,10,563,48.1275958822,BENIGN
54716,63,1,0,31746.0317460317,BENIGN
49798,51,1,6,39215.68627,BENIGN
55433,115,1,6,17391.3043478261,BENIGN
59795,85660,2,0,35.0221807145,BENIGN
